query,candidate,score
Religion_8F1CBFNO,Religion_XMECOSFO,0.74020255
Religion_8F1CBFNO,Religion_YR9OUDOC,0.60687304
Science_DNR9IS25,Science_0J0G50RC,0.74844396
Science_DNR9IS25,Science_3HJ5S6R0,0.22454254
Science_DNR9IS25,Science_5HGP8IY3,0.79160786
Science_DNR9IS25,Science_73AJ0JE4,0.8370273
Science_DNR9IS25,Science_8Y3UMPYO,0.9224477
Science_DNR9IS25,Science_9JYM6IER,0.84437126
Science_DNR9IS25,Science_A3S8KE2W,0.8369876
Science_DNR9IS25,Science_B9UOE3T0,0.6861894
Science_DNR9IS25,Science_FV8YU58C,0.68510413
Science_DNR9IS25,Science_G2KTBCUD,0.8661181
Science_DNR9IS25,Science_HBPKT9A9,0.95645857
Science_DNR9IS25,Science_KLFYP5JO,0.745078
Science_DNR9IS25,Science_OMQIGCT2,0.75272256
Science_DNR9IS25,Science_Q3TMY4GP,0.6930176
Science_DNR9IS25,Science_Q8H3XQYX,0.73572695
Science_DNR9IS25,Science_RAST5J28,0.7104001
Science_DNR9IS25,Science_SBZRAD5S,0.80594325
Science_DNR9IS25,Science_SU0LMI8X,0.91000915
Science_DNR9IS25,Science_SVH3EJOZ,0.81852394
Science_DNR9IS25,Science_YYJ5CI6V,0.52804935
Sociology_GIQHG9JR,Sociology_0YBY4AWT,0.8050914
Sociology_GIQHG9JR,Sociology_92K42QPR,0.8561991
Sociology_GIQHG9JR,Sociology_BCP4E30M,0.803525
Sociology_GIQHG9JR,Sociology_H3I379U2,0.7321983
Sociology_GIQHG9JR,Sociology_HEJ8CX9J,0.33475304
Sociology_GIQHG9JR,Sociology_KFS6VFPT,0.9856619
Sociology_GIQHG9JR,Sociology_KL0BLV0P,0.98857033
Sociology_GIQHG9JR,Sociology_PJAG1OL7,0.6873507
Sociology_GIQHG9JR,Sociology_QLQCG1WU,0.78447676
Sociology_GIQHG9JR,Sociology_R2ESPRVU,0.7597228
Sociology_GIQHG9JR,Sociology_RCAVIQK2,0.75337017
Sociology_GIQHG9JR,Sociology_S9IM0YLT,0.70386994
Sociology_GIQHG9JR,Sociology_SNVNQ65Q,0.918027
Sociology_GIQHG9JR,Sociology_TSN1U322,0.81453264
Sociology_GIQHG9JR,Sociology_VRERW6Z8,0.9851839
Sociology_GIQHG9JR,Sociology_X1EVUHT6,0.80764407
Sociology_GIQHG9JR,Sociology_XCWNPGW9,0.76255107
Sociology_GIQHG9JR,Sociology_YC4OM3WT,0.6921747
Sociology_GIQHG9JR,Sociology_YJNE00V8,0.97068566
Sociology_GIQHG9JR,Sociology_YMQC1A78,0.95259035
Sports_IFL12996,Sports_08CX8FGP,0.782251
Sports_IFL12996,Sports_0FHJWTV3,0.67332625
Sports_IFL12996,Sports_0GBFW9FU,0.74581075
Sports_IFL12996,Sports_1L58L9K5,0.8965398
Sports_IFL12996,Sports_1ZBM21YA,0.8524054
Sports_IFL12996,Sports_2DWA5IMY,0.59329325
Sports_IFL12996,Sports_9B3N2SE0,0.778355
Sports_IFL12996,Sports_CZV1GAGQ,0.61597294
Sports_IFL12996,Sports_EG8LXUM3,0.713025
Sports_IFL12996,Sports_G22UETCH,0.7574824
Sports_IFL12996,Sports_JEK1R0T4,0.57891536
Sports_IFL12996,Sports_KP7L9KV9,0.62956
Sports_IFL12996,Sports_M3GITAZV,0.6399754
Sports_IFL12996,Sports_O2XZ36JW,0.8101995
Sports_IFL12996,Sports_PQJ1YE24,0.5936588
Sports_IFL12996,Sports_PTHLXJ6Y,0.5021914
Sports_IFL12996,Sports_PUYRZXHM,0.5687002
Sports_IFL12996,Sports_V1ITUM4U,0.73968273
Sports_IFL12996,Sports_YF9P7KYK,0.6918992
Sports_IFL12996,Sports_ZHWW3LTF,0.7232976
Technology_3FNBDVPI,Technology_2EFUJEIR,0.60950565
Technology_3FNBDVPI,Technology_6MWWJPGJ,0.6108937
Technology_3FNBDVPI,Technology_7FZTVOVK,0.61228985
Technology_3FNBDVPI,Technology_DSTWG6NJ,0.473266
Technology_3FNBDVPI,Technology_I8QLHBIA,0.57841766
Technology_3FNBDVPI,Technology_I9D99VH0,0.61035156
Technology_3FNBDVPI,Technology_JEL532UU,0.59601307
Technology_3FNBDVPI,Technology_NE9NNOVJ,0.4901616
Technology_3FNBDVPI,Technology_OC7T3BD4,0.53594756
Technology_3FNBDVPI,Technology_RBLRTVWA,0.78006005
Technology_3FNBDVPI,Technology_RN6HW1HS,0.556214
Technology_3FNBDVPI,Technology_SUHA51LI,0.4585571
Technology_3FNBDVPI,Technology_TCOZDANT,0.49245018
Technology_3FNBDVPI,Technology_TUFDJKDF,0.37967306
Technology_3FNBDVPI,Technology_UBLQDI07,0.7796604
Technology_3FNBDVPI,Technology_UY7S361G,0.59685826
Technology_3FNBDVPI,Technology_V3Z0GU1U,0.69181526
Technology_3FNBDVPI,Technology_W9XHRO19,0.6398432
Technology_3FNBDVPI,Technology_ZC1B3EU1,0.33433214
Technology_3FNBDVPI,Technology_ZEJBF7NY,0.6321812
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_2L49WWKQ,0.50629354
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_45QF8YLX,0.4906075
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_4CLRZJZC,0.4988528
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_57XD6KET,0.63622445
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_7BLMMDPC,0.4420349
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_7JH2LKNM,0.57183695
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_95JDXA1F,0.5089786
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_9UR73A70,0.429587
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_GGGS8W0Q,0.4734161
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_GVNM098Q,0.9698278
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_IT2UR0FM,0.4595332
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_LAOQTR1Y,0.5506307
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_MGBNKSF4,0.843962
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_MRX36ZHB,0.6870856
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_NOONR06B,0.84654164
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_O9DY7084,0.61579025
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_PD4RXBVT,0.56398207
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_Q23QORDJ,0.56345034
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_T7ZGA6X9,0.4984826
Veterinary-Medicine_V4B1K1KD,Veterinary-Medicine_TG4EVRUR,0.49042642
Veterinary-Science_YP1NJGLN,Veterinary-Science_24IQLUSM,0.53958774
Veterinary-Science_YP1NJGLN,Veterinary-Science_2PX3FA4I,0.6430727
Veterinary-Science_YP1NJGLN,Veterinary-Science_2W9535HJ,0.7948053
Veterinary-Science_YP1NJGLN,Veterinary-Science_35HONMRS,0.90990186
Veterinary-Science_YP1NJGLN,Veterinary-Science_CAQ6YTZX,0.56053907
Veterinary-Science_YP1NJGLN,Veterinary-Science_CLQK65V3,0.5207443
Veterinary-Science_YP1NJGLN,Veterinary-Science_DZ1QJFXK,0.47032493
Veterinary-Science_YP1NJGLN,Veterinary-Science_EW09U3BD,0.4303828
Veterinary-Science_YP1NJGLN,Veterinary-Science_H8P2YAZQ,0.47354174
Veterinary-Science_YP1NJGLN,Veterinary-Science_IAZMTUFH,0.41499627
Veterinary-Science_YP1NJGLN,Veterinary-Science_JQHUCI5R,0.56220067
Veterinary-Science_YP1NJGLN,Veterinary-Science_NA7L0EP5,0.63517743
Veterinary-Science_YP1NJGLN,Veterinary-Science_NK2U0CRF,0.6273154
Veterinary-Science_YP1NJGLN,Veterinary-Science_NSM0L0JB,0.5841533
Veterinary-Science_YP1NJGLN,Veterinary-Science_OLC4QK31,0.5484747
Veterinary-Science_YP1NJGLN,Veterinary-Science_QEG9DDVP,0.54145485
Veterinary-Science_YP1NJGLN,Veterinary-Science_R20QD58X,0.96875596
Veterinary-Science_YP1NJGLN,Veterinary-Science_UINDSUDE,0.545522
Veterinary-Science_YP1NJGLN,Veterinary-Science_XGUJBF34,0.5814855
Veterinary-Science_YP1NJGLN,Veterinary-Science_YOBB9OF3,0.6438455
World-Geography_NO6B9M80,World-Geography_103DGDZV,0.7832847
World-Geography_NO6B9M80,World-Geography_467KD6FL,0.6206781
World-Geography_NO6B9M80,World-Geography_5JMSND8D,0.5949569
World-Geography_NO6B9M80,World-Geography_5N8I4P40,0.46240813
World-Geography_NO6B9M80,World-Geography_8CX9J1IC,0.57840574
World-Geography_NO6B9M80,World-Geography_98Q1ZXOI,0.5334702
World-Geography_NO6B9M80,World-Geography_CUZRENUN,0.8399769
World-Geography_NO6B9M80,World-Geography_F9SXMECO,0.5593374
World-Geography_NO6B9M80,World-Geography_FF5E8II4,0.47411188
World-Geography_NO6B9M80,World-Geography_GYR3XKXW,0.91557026
World-Geography_NO6B9M80,World-Geography_HJK1EYY3,0.7811255
World-Geography_NO6B9M80,World-Geography_HPCF07UQ,0.71995354
World-Geography_NO6B9M80,World-Geography_IQK2919A,0.7585458
World-Geography_NO6B9M80,World-Geography_K8PK3YR9,0.43406528
World-Geography_NO6B9M80,World-Geography_KYAYQ3S1,0.6004285
World-Geography_NO6B9M80,World-Geography_MTZX272H,0.6914221
World-Geography_NO6B9M80,World-Geography_NQ65QDF1,0.53989875
World-Geography_NO6B9M80,World-Geography_O2RAK1VR,0.8470969
World-Geography_NO6B9M80,World-Geography_T6MJXK87,0.7529272
World-Geography_NO6B9M80,World-Geography_VHS1K3AQ,0.56242955
World-History_GW90JPKL,World-History_0BLV0PRK,0.8735262
World-History_GW90JPKL,World-History_0YLTZ9AT,0.7214456
World-History_GW90JPKL,World-History_30DN0YBY,0.5911633
World-History_GW90JPKL,World-History_4OM3WTOO,0.74390274
World-History_GW90JPKL,World-History_73D9PH3I,0.7703561
World-History_GW90JPKL,World-History_8FIJOYJN,0.66105
World-History_GW90JPKL,World-History_E30MY5ZP,0.7057792
World-History_GW90JPKL,World-History_F1I3LDQY,0.6136466
World-History_GW90JPKL,World-History_LQCG1WU1,0.64833105
World-History_GW90JPKL,World-History_MQC1A78M,0.9361534
World-History_GW90JPKL,World-History_OECBPMBJ,0.7642343
World-History_GW90JPKL,World-History_R75PR2ES,0.7470249
World-History_GW90JPKL,World-History_RERW6Z8V,0.73916674
World-History_GW90JPKL,World-History_TY088O5O,0.63795763
World-History_GW90JPKL,World-History_U26192K4,0.7633187
World-History_GW90JPKL,World-History_U322N64K,0.66938925
World-History_GW90JPKL,World-History_UHT6T0UZ,0.56488526
World-History_GW90JPKL,World-History_VFPTOMJB,0.82075083
World-History_GW90JPKL,World-History_VZK3I8BZ,0.698953
World-History_GW90JPKL,World-History_YR0QF4B8,0.7782232
